id,text,misinfo,real
15254,Positive tests for SARS-Cov-2 in recovered patients have shown reinfection.,1,0
15255,Coronavirus (COVID-19) origin: Cause and how it spreads,0,1
15256,Wearing face masks can cause cancer.,1,0
15257,UK Begins Controversial Coronavirus Challenge Trial,0,1
15258,Experts Come Up with Plan for Who Gets the COVID-19 Vaccine First,0,1
15259,No Trump Is Not Complicit in Earths Climate Disasters,1,0
15260,"Once a state of emergency is declared, you will be banned from going out for three weeks in Japan.",1,0
15261,"Democrats Schedule A Hearing On Climate Change, Then Fail To Show Up",1,0
15262,Chlorine Dioxide (CLO2) cures the bug that worries the governments all around the world so much.,1,0
15263,"In a WhatsApp chain from workers of Argentina's most important lab that is testing for coronavirus, they advised not to leave the house because the next two weeks will be the infection peak.",1,0
15264,IndianTelecommunication Department offering free internet services during lockdown to work from home.,1,0
15265,How to Protect Yourself While Traveling During the Coronavirus Outbreak,0,1
15266,Green New Deal: What is it and what does it mean for climate change?,0,1
15267,COVID-19 is a big pharma fraud and a treatment has existed for years now (stem cell therapy).,1,0
15268,CDC Response Corps to Support State Tribal Local and Territorial Health Departments,0,1
15269,"The new coronavirus is under control in Cali, Colombia.",1,0
15270,How are COVID-19 Burials Different from Ebola burials,0,1
15271,"Farmers can meet difficult greenhouse gas reduction targets, says Teagasc",0,1
15272,'Climate Clock' Reveals Decades of Premature Doom Prophecies,0,1
15273,"Bahia state Government bought hydroxichloroquine, even though it is being distributed for free by the Federal Government",1,0
15274,Three Scenarios for the Future of Climate Change,0,1
15275,"Previous Vaccines, Masks May Influence Spread",0,1
15276,Children With Kawasaki-Like Disease Positive for COVID-19,0,1
15277,Flint Activist Wins Major Environmental Prize,0,1
15278,Covid cannot be transmitted in warm places.,1,0
15279,Northwestern University's President Takes a Stand Against Student Rioting After Creating the Climate for Riots,1,0
15280,Public Health Guidance for Community-Related Exposure,0,1
15281,You Can Get the Flu and COVID-19 at the Same Time: What You Should Know,0,1
15282,"Hostile environment has fostered racism and caused poverty, report finds",0,1
15283,Guest Commentary: Why doom and gloom won't help us fight climate change,0,1
15284,Be Responsible' Environment Secretary Urges Coronavirus Panic Buyers,0,1
15285,The Trump vs California environmental fight nobodyaposs talking about,0,1
15286,Spanish authorities are not arresting people who attend mass.,1,0
15287,"""[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker, and did.""",1,0
15288,World Bank recommends Russia introduce carbon tax,0,1
15289,Scared Yet? Greta Thunberg Poses as Herself to Intimidate 'Angry Climate Crisis Deniers',1,0
15290,'Be Responsible' Environment Secretary Urges Coronavirus Panic Buyers,0,1
15291,"Feds urged to walk away from Brazil trade deal because of fires, climate concerns",0,1
15292,Progressive Activists Have Pushed Democrats to the Left on Climate Issues. Now What?,0,1
15293,How the War on Climate Change Slams the Worlds Poor,0,1
15294,Sweet Victory! AWOL Oregon Republicans WIN Climate Change Standoff,1,0
15295,"""The Non-Profit Industrial Complex"", and the Co-opting of the NGO Environmental Movement",1,0
15296,Insurance companies in Spain cease to cover traffic accidents due to coronavirus.,1,0
15297,Very Serious Situation Unfolding' in Europe,0,1
15298,CNN: Climate Change is Driving Fatal Shark Attacks,1,0
15299,"Elisa Granato, the first COVID-19 vaccine trial volunteer in the United Kingdom, died two days after being injected.",1,0
15300,"I think about all the 194 countries that signed onto the Paris accord, the U.S. is the one that's leading the world in reducing emissions.",1,0
15301,"Global tensions holding back climate change fight, says WEF",0,1
15302,'The United States is still in': Nancy Pelosi defies Trump over Paris climate change agreement in Spain,0,1
15303,Russian President Vladimir Putin has ordered Russia's population to stay at home for 15 days or face five years in jail.,1,0
15304,Why does SARS-CoV-2 spread so easily?,0,1
15305,Can Noise Warn Us of Climate Change?,0,1
15306,What Paratransit Operators Need to Know about COVID-19,0,1
15307,Giant hornets migrated to Europe due to the outbreak of coronavirus.,1,0
15308,Al Gore advises Trump to step down during talk on climate change,1,0
15309,The only restaurant that is allowed to be open during the lockdown for COVID-19 is the one for Italian senators and representatives.,1,0
15310,"Since all students are covered under student insurance, have no fear in attending school  Sri Lankan education Minister.",1,0
15311,How Dems Can Sell Their Climate Bill to GOP,0,1
15312,David Gilmour of Pink Floyd Auctions Off His Guitars and Donates $21.5M To Fight Climate Change,1,0
15313,Scientists have announced the disappearance of the coronavirus.,1,0
15314,Chinese government accuses Indonesia of spreading the coronavirus,1,0
15315,Claim that the coronavirus was created and patented in a French institute (Institut Pasteur).,1,0
15316,Australia Was Warned About Climate Change Again and Again,0,1
15317,"The ban on motorcycle backriding, or having two people ride a motorcycle, has been lifted in the Philippines.",1,0
15318,"Between 500,000 and 3.5 million people attended an anti-corona protest in Berlin on August 1st",1,0
15319,A cure for COVID-19 was discovered in Italy.,1,0
15320,"Drinking coffee ""decreases the voracity"" of the coronavirus.",1,0
15321,"Facebook users calling for mass meditation, ""to open up magical portal"" that will stop coronavirus and 5G (that allegedly causes coronavirus).",1,0
15322,Climate change How 15 degrees could change the world,0,1
15323,"Climate refugees can't be returned home, says landmark UN human rights ruling",0,1
15324,"D.C.: If you're stuck in traffic today, blame climate activists",0,1
15325,Harvard study suggests quarantine can worsen COVID-19 pandemic.,1,0
15326,How the oil industry made us doubt climate change,0,1
15327,What factors did people who died with COVID-19 have in common?,0,1
15328,"The Home Office's ""advice sessions"" expose the sinister trickery of the hostile environment",0,1
15329,Climate change may make extreme hurricane rainfall much more likely,0,1
15330,The Drilldown: Climate warming could melt a third of Himalayan glaciers by 2100,0,1
15331,GLOBAL COOLING IS MUCH WORSE THAN GLOBAL WARMING:,1,0
15332,Is It Too Early to Get the Flu Vaccine?,0,1
15333,Coronavirus (COVID-19) and lupus: Risks and precautions,0,1
15334,Taking a hot bath is an effective remedy against COVID-19.,1,0
15335,"The Drilldown: Shell to leave major oil lobby group, cites climate policy",0,1
15336,3 Simple Ways to Stay Active While You're Stuck at Home,0,1
15337,Former MP Bimal Rathnayake made a comment stating that deceased Muslims from COVID-19 should be buried as per their customs and not cremated.,1,0
15338,The Climate Change Apocalypse Has Arrived. You Can Hear It on the New South Wales Country Hour.,0,1
15339,CDC Drops Mandatory 14-Day Travel Quarantine,0,1
15340,"Democratic Candidates on Biggest Threat Right Now: Russia, China, Climate Change  and Trump",1,0
15341,Masks Block Virus Particles but Not Entirely,0,1
15342,"CNN's seven-hour climate change townhall: Last in the ratings, of course",0,1
15343,"A doctor from North Macedonia states that the new coronavirus outbreak is a conspiracy against humanity or a conspiracy of the pharmaceutical industry for profit, and that the new coronavirus is not dangerous.",1,0
15344,Climate change strikes at the heart of German identity: The woods,0,1
15345,The climate crisis could displace 1.2B people by 2050,0,1
15346,Aerosol Scientist: COVID-19 Is Likely Airborne,0,1
15347,Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.,1,0
15348,"She Had a Stroke, Then the Pandemic Hit. Here's How She Fought to Recover",0,1
15349,UN is giving humanitarian aid in coronavirus emergency.,1,0
15350,"We don't expect record years every year, but the ongoing long-term warming trend is clear.'""",0,1
15351,The government has banned autopsies on COVID-19 deaths. They want to hide the truth.,1,0
15352,"Boris Johnson news  live: PM accused of 'steering country off cliff' after Gove says no need for EU trade deal, as climate change response labelled 'amateur hour'",1,0
15353,Fake Science That Claims Climate Change is Somehow Racist Gets Thoroughly Debunked,1,0
15354,Climate Change And Rising Sea Levels Will Swamp 12 Million British Homes Government Is Warned,0,1
15355,You have to shave off your beard and moustache completely for mouth masks to be effective.,1,0
15356,Climate change facts The truth about global warming,0,1
15357,"For Black Americans, Resilience Key to Heart Health",0,1
15358,Extinction Rebellion set to hold 10 days of climate change demonstrations across central London,0,1
15359,Italian Authorities Cite Heartening Statistics,0,1
15360,Stay on Angiotensin Drugs' Still the Message as Trials Begin,0,1
15361,"Either masks work or they don't; if masks work, then physical distancing and lockdowns are unnecessary.",1,0
15362,COVID Worsens Mental Health In The LGBTQ Community,0,1
15363,Indore (a city in India) police beat up the people who had pelted stones on a team of doctors when the doctors were visiting a place to screen a patient for coronavirus.,1,0
15364,Syrup Is as Canadian as a Maple Leaf. That Could Change With the Climate.,0,1
15365,Trump accuses climate scientists of pursuing political agenda,0,1
15366,"In the US climate change is a value, not a fact",0,1
15367,Psoriasis Meds Don't Raise Risk of Severe COVID-19,0,1
15368,FDA Places Zoloft on Shortage List,0,1
15369,Young Spaniards developed a rapid test to detect the new coronavirus,1,0
15370,Melting of Greenland and Antarctic Ice Sheets: Atmospheric CO2 and The Shift of Climate Zones,1,0
15371,Toolkit for Community and Faith-Based Organizations,0,1
15372,A Baffling Week for Climate Policy on the Hill,0,1
15373,Heathrow ruling: High Court approves third runway despite escalating climate change crisis,0,1
15374,"Extinction Rebellion: Greta Thunberg to address climate protesters in London, as number arrested rises to 750",0,1
15375,US 'pushed to have climate change removed' from international Arctic policy statement,0,1
15376,Drinking sea water prevents the spread of COVID-19.,1,0
15377,"ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19, paper suggests",0,1
15378,Fennel tea can cure the coronavirus.,1,0
15379,First Spread of Coronavirus in U.S. Confirmed,0,1
15380,Cleveland Clinic Establishes Center for Global and Emerging Pathogens Research,0,1
15381,Michael Bloomberg pledges 45m to cover US Paris climate commitment,0,1
15382,Virginia Democrats campaigned on their Green New Deal and fighting climate change. And won.,0,1
