id,text,negative,neutral,positive
9464,@united - you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!,1,0,0
9465,@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p,0,1,0
9466,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),1,0,0
9467,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.,1,0,0
9468,@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149,1,0,0
9469,@SouthwestAir yes. Hung up and called a different number.,1,0,0
9470,"@AmericanAir Define ""sincerely"". Your actions do not reflect what you're saying in a poor attempt to redeem yourselves on social media.",1,0,0
9471,"@USAirways thanx but this isn't my first rodeo. Done &amp; done yesterday. No results or comm, unless u count status: bags lost &amp; claim filed.",1,0,0
9472,@SouthwestAir so when do we find out who won the imagine dragons contest?,0,1,0
9473,@JetBlue you found my camera!  Thank you!  You rock!,0,0,1
9474,@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,0,0,1
9475,@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.,1,0,0
9476,@SouthwestAir I would appreciate that.  Thank you.,0,0,1
9477,@united I was. But I have given up.,1,0,0
9478,@JetBlue does transferring trueblue points within family pooling members cost $? This is after having set up contribution-to-pool already.,1,0,0
9479,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,1,0,0
9480,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,1,0,0
9481,@united please see dm!!,0,1,0
9482,@AmericanAir Thank you for the response.  When I book I've tried my AA number and my US Airways number and each time it doesn't pick it up,0,1,0
9483,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,0,1,0
9484,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀,0,0,1
9485,"@USAirways you can't control the weather but you CAN control your systems, processes, people and attitudes. #anotherfail",1,0,0
9486,@SouthwestAir we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,0,1,0
9487,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,0,0,1
9488,@AmericanAir jet slides off icy taxiway at @dfwairport STORY: http://t.co/4pONJ3jidE http://t.co/3DCWerZ1kr,0,1,0
9489,@USAirways in a few weeks,0,1,0
9490,@united why do I have to request refund? Why charge twice in first place?,1,0,0
9491,@VirginAmerica What @dhepburn said.,0,1,0
9492,"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou",1,0,0
9493,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,0,1,0
9494,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),1,0,0
9495,@united can you not see the thread?,1,0,0
9496,@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.,1,0,0
9497,"@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked, I wudda made it.",1,0,0
9498,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,0,1,0
9499,@USAirways oh yay! Now gate agents decide not to deal with upgrade list and just bump up whoever is closest.,1,0,0
9500,@AmericanAir Or u cud answer my ? here! 140 is plenty. Inflight stealing going on right now &amp; FA won't have the uncomfortable convo w pass.,1,0,0
9501,"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks.",0,0,1
9502,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,1,0,0
9503,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you,1,0,0
9504,@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348,1,0,0
9505,@united right... Are you guys charging for the air we breathe next?,1,0,0
9506,"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",0,1,0
9507,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm.",1,0,0
9508,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.,1,0,0
9509,"@AmericanAir Thx, someone picked up after 45 minutes",1,0,0
9510,"@JetBlue wow, keeping up with the times...",0,0,1
9511,@AmericanAir um no just hanging out what’s new w you?,0,1,0
9512,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,1,0,0
9513,@SouthwestAir shhhh i don't want something else to steal our deal😉,0,0,1
9514,@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,0,1,0
9515,"@united yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”",1,0,0
9516,@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.,1,0,0
9517,@SouthwestAir flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,1,0,0
9518,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.,1,0,0
9519,@AmericanAir have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?,1,0,0
9520,@JetBlue and the 20min line I stood in to drop my bag off?,1,0,0
9521,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,1,0,0
9522,"@JetBlue, your hold music sucks.",1,0,0
9523,@united I will but right now I'm to angry,1,0,0
9524,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",1,0,0
9525,"“@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!",1,0,0
9526,@SouthwestAir @dultch97 that's horse radish 😤🐴,1,0,0
9527,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies.",1,0,0
9528,@USAirways looks like our bag has been rescued. Thanks!,0,0,1
9529,@united I'm searching for flights to redeem with miles and getting different search results with 2 user accounts. Any reason why?,0,1,0
9530,@USAirways on top or having to check my bag I had to wait over 30 min for my bag to come out at baggage claim. Thanks for wasting my time,1,0,0
9531,"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed",1,0,0
9532,@JetBlue Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?,1,0,0
9533,@JetBlue You definitely will!,0,0,1
9534,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",1,0,0
9535,@SouthwestAir thanks for getting me home from Denver tonight despite the snow!,0,0,1
9536,"@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot.",1,0,0
9537,@united rude rude,1,0,0
9538,@JetBlue @MrJustyn I heard companies were studying popular lingo for advertising but this is just depressing and embarrassing.,1,0,0
9539,@USAirways done,0,1,0
9540,@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :),0,0,1
9541,"@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow.",1,0,0
9542,@SouthwestAir Thank you ^AH. Still wish someone picked up the phone - 3hrs- dead phone. Taking your tweet as a refund confirmation.,1,0,0
9543,@JetBlue u cool,0,0,1
9544,@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has,1,0,0
9545,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,1,0,0
9546,"@AmericanAir yes yes yes,so glad to be headed home!",0,0,1
9547,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,1,0,0
9548,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!,0,0,1
9549,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,0,1,0
9550,"@USAirways the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate. Took about 20min to get there",1,0,0
9551,@USAirways US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice,1,0,0
9552,@united i need help but in spanish,1,0,0
9553,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,1,0,0
9554,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",0,0,1
9555,@SouthwestAir snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night,0,1,0
9556,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone,1,0,0
9557,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,0,0,1
9558,"@AmericanAir flight AA1119, cx to AA157. Killing my layover, still wanting breakfast. I'm hungry! Get me to DFW!",1,0,0
9559,"@united instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers",1,0,0
9560,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,1,0,0
9561,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",0,0,1
9562,@SouthwestAir why are you literally the worst?,1,0,0
9563,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",0,0,1
9564,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,1,0,0
9565,@SouthwestAir thank you : 8UXZJ2Paid for early bird and sat in back,1,0,0
9566,@JetBlue is that supposed to change in the near future?,0,1,0
9567,"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened""",1,0,0
9568,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status,1,0,0
9569,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!,0,0,1
9570,"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",1,0,0
